sentence,sentiment,Date
Confused kardia bhae,1,2024-12-25
ab nahe hon  us ne bohat disappoint kiya ,1,2024-05-23
self proclaimed parhe likhe :p,1,2024-08-31
mene ghalat sara ko tag krdia wse :p,1,2024-04-03
Iska mtlb khoo mn gya tumhara BS and mera MS wo b NUST se....Kuch b mtlb kuch b....,1,2025-03-03
Umer Beta tumhara b dope test krwana prre ga lgta hai!!!,1,2024-08-23
idea ho gaya tha mjhe ,2,2024-08-12
 hum parhy likhy,2,2024-10-27
Ap jahil ho,1,2024-07-08
Tag krny waly ko goli mar do ,1,2024-12-15
ap lun khao,1,2024-01-01
gali na do dost or apni khurak b na btao,1,2024-07-03
.... Mn to hn... Ap thehri wahi jahil... ,1,2024-06-06
sirf tu or mai ,2,2024-08-01
Agr dost ...... noon ko support kry tu,1,2024-03-04
Asan kehnsan gad na ahyun,2,2024-08-12
Vote ta ppp khe thi dien n?,2,2025-03-07
Na na kehnkhe na ,2,2024-12-14
Ahan sadi tereef huri idr ao  ,0,2024-10-27
comman sense se bht ha sab kuch samna ha pr b anhk band rhko to pr ALLAH he ha apka,1,2024-04-15
hamari baat ho rai hai,2,2024-11-29
Main to kisi ko support ni krti ,1,2024-02-01
Ab baatain chupaye gi na bhn sy,1,2024-07-07
Wasy tmhara abi confirm nai ha mughy,2,2025-03-09
Kar lai yaqeen meri behn kar lai ,0,2024-06-30
Bhai jahil hain aap,1,2024-10-09
Waah kia andaaza lagaya ha ! Zabardast ! ,0,2025-01-16
"bhaag ja chl, apnapan na dikhaya kr har jagah",1,2024-12-08
Aap bhi to apne hain jese Jazz apna ha ! ,2,2024-05-06
Waqae me tabdeeli bahar se nahi andar se aati ha saare wohi jageerdaar wadere bhar liye Election ke time pe ! ,1,2024-12-20
 jo corrupt hain saara saal jinke khilaf bolta raha ! ,1,2024-10-05
Had hoti ha hypocracy ki aur khud maan bhi raha ha ke me inke baghair Wazir e Azam nae bansakta! ,1,2024-01-07
 to tera maqsad bhi to PM banna hi hoa na bhai!  ,1,2024-11-03
Awaam ko kyu pagal banaraha ha! ,1,2024-10-29
Aur ye jo log isne bhare hain ye power me aane ke baad koe sahi kaam karne deinge kia isko jo itna paisa Election me lagaraha ha wo recover nae karega kia chori karke yaar logically to socho! Kyu   ?,1,2024-04-07
koi shak hi nhi ,2,2024-07-30
Tu he rehHm wese he bht tang tere sy,1,2025-02-12
Bachpan say pti Ka tha ,2,2024-05-07
Bht hansi i bht hansi i.. Bht zyada,0,2024-02-06
" Tum yaad a gai.  ""musfirah suno na musfirah suno na""",0,2024-12-11
acha hua me aj nahi ai warna aisa manhoos din guzarta.,1,2024-07-26
Or meny door sy hi lanat bheji,1,2024-12-01
phr drmyan mn mny shesha rkh dya lanat reflect ho k ap pe chli gai#achasorryBYE,1,2025-02-12
or ye rhi apky hisy ki lanat,1,2025-03-02
Phrsy drmyan mn shesha ),2,2024-09-15
Ahooo ye mai dur hoto dur he sai mainu ki,2,2024-06-10
""" Mje tm bad main achi lgi""Mujhe ye line bohat pasnd hai actually.",0,2025-02-23
Mje tm pe tars aa rha ,1,2024-06-18
""" Mje nai pta.Mje achi lgti tm bs.""And this one too. :)",0,2024-06-19
Shukr hai khudi ruk gyi pehle.Main ne kaha ktne raaz khole gi... ,1,2024-09-23
tu marti bht h,1,2025-02-17
tere sath yhi ho rha,2,2025-02-04
 Sahi baat hai ,2,2024-02-23
Abhi inko sahe ....... ,2,2024-11-18
Nahi aai samjh? ,2,2024-08-06
hahahahahaha hd ho gyi isko khte hn muhabbat ki riyazi,0,2024-08-21
Hahahhaha tmhay bohat pta ha,2,2024-08-28
bohat munasib.,0,2025-02-19
Mohabbat ki riyaazi ,0,2024-01-02
Tm b Salam kehna,0,2025-02-10
sakhar waloon se apki chat leak ho gae,1,2024-11-29
Crush ko gherny k triky ,1,2024-06-30
Samjh ai hai  ,2,2024-06-17
Aagai hai beta tujhe ,2,2024-05-06
Hahahhahahhaha nae yrr tujhy toh pta ha me masum si bachi hun!!,0,2024-10-14
Masoom? Raaton ko videos kon dekhta hai  phupa tera,1,2024-01-15
Hahahhahahhhahahhha oyee chl ayy chl....kon si videos??Gandy or jhuty ilzam na lga!!,1,2025-02-13
Tu bss kr jaa....,2,2024-05-10
Han takhe tu raaton ko jaag kr dekh sake? Wah bhai kiya dhong rachaya hao,1,2024-11-27
Hahahahahhahaahhahahahaahh begerat insan uss din me drama dekh rhi thi....tujhy toh bta k hi glti ki ha!!,1,2025-03-24
Ab dant na nikal...bol toh esy rhi thi jesi mery ghar khud aa k lga k di hn tuny mujhy videos!!!Begerat!!,1,2024-05-25
Nahi apk jese itne ooonche shoq kahan mere,1,2024-12-04
Buhahah ! Sahi khel gya ,1,2024-11-07
yh tu kry ge,2,2024-02-04
 yh v thrk ka ak level h check kro,1,2024-12-27
Achanak sudhar geya hun mein.,0,2024-09-29
bhn bhi ka pyr,0,2025-01-06
smjh ty gya e hna ....phla nam,2,2024-07-02
Ye pyar nai ye gangbang hai,1,2025-02-14
Tu hi de de naam ,2,2024-06-11
Picture abhi baki hai meray dost,0,2024-07-07
"AstagfiruAllah,,drama to theek ha lekin yeh picture",1,2025-02-19
hahahahaha :D creativity dkho zra,1,2024-07-03
ab kuch nai dekhna .,1,2024-12-09
Begharti,1,2025-01-20
haye mere allah ,2,2024-12-09
Begairati,1,2024-11-08
Hahahhaa Aho kasmy yr,2,2024-05-26
Pyar batne se barta hai to b bant,0,2024-07-27
Nzr andaz krna achi bat waisy aisi postain,2,2024-01-08
Blkl ni  skon ni ata,1,2025-03-01
Bibi sunani lazmi kisi ko ,2,2024-04-24
aap dono decide kr ln or aik koi rkh lo isay . LRNA NAI DONO ,1,2024-11-03
Yh le dhoond deya tjhe,2,2025-03-19
You know naah meh nhi larai Krti you  tum hi rakh lo ..,2,2025-01-11
bchary k daant to pury lgwa dy,1,2025-03-24
wese b mry pas already boyfrnd h  ,0,2024-10-18
lagwa ley ga pyaar chahta hai tumhara bsss,0,2024-11-08
woh girlfriend hai,0,2025-01-16
dkh behn me skht londi hu,1,2024-04-07
mudasir tm b mry lie boyfrnd dhundhry hotm bhii,2,2024-05-01
dkhlo bht bri zemadari hapny jesa dhundhna roz ki ik choclate,1,2025-01-22
tmhare lye best haekrle shadi ,0,2024-06-22
hahahah tere liye hai,2,2024-08-11
Saudah tu isi se ubtan krhe na ,2,2025-03-11
chal  too hi rakh isyy,2,2024-07-05
hahahahahha han tera krwa rae,2,2025-02-10
tere liye best haiii :p,0,2024-06-19
mene tere lie dekha tha ,2,2024-08-23
ese toh mt keh itni mushkil se tera jor dhonda mene,1,2024-03-15
teraa best match haiii,0,2024-09-26
ni gor se toh dekh ,2,2025-03-24
tu gor kr sir blkul tere se miltaa,2,2024-04-10
Bus is ki kami thi,1,2024-11-06
danto ka maslah hy bs ,1,2024-07-12
Vea karle is se tu,2,2024-11-07
main ny to krni hi nhi hi na to tu kr ly tyre liye best hai yh . Buahahahahahaa,0,2025-01-03
Tm chahte ho k mje crush k n se nafrat ho jaye,1,2024-07-29
Yhi to hai tmary pyaar krny wali chz,0,2024-11-03
Tera wala hai shaid ,2,2024-04-08
Woh handsome h,0,2024-12-03
Hai to magar :),2,2024-01-17
Marasi bolti thi tu,1,2024-12-18
Janti nahi thi pehle :) Aur ab chup ho jaa.. Dekh lena unhone bhi  aur kutti cmnt bhi delete kr,1,2024-02-08
kis ny dekh lena,1,2024-11-12
cmnt delete kr raami ,1,2024-04-03
tm dono ka mutual crush ,2,2024-09-28
Or tumara honay wala mijazi :p,0,2024-01-09
Kya baat hai fahad bhai ,0,2025-01-03
Na na or tmhra hone wala .....  iykwim ,2,2024-03-12
yahi h na q chupa rahi thi,1,2024-05-08
 alhumdulilah asu psnd nh meri,0,2024-01-01
Oh khudda ka khof kr bhai,1,2024-04-03
Ap nay zaya hojana hay,1,2024-06-21
Bht ghandi choice hy teri ,1,2024-11-14
Yeh Tum ho Tumhari Picture Tumhari crush ko Send Karni pharegi. ,1,2025-03-08
agya tera crush,2,2024-06-13
chl beyyy videos tu dkti h iski,1,2024-07-18
Tere liay pasand kiya na,0,2024-02-10
Chl phutt idr se,1,2024-02-26
Chal koi ty ha,1,2025-02-12
Dfa ho ja,1,2024-08-12
Phr sy update hogya tera?,2,2024-04-27
Kash tu parh sakta ,2,2025-01-08
"Deep baat ki hai bhaii ny, smj ly ",0,2025-02-07
Ye mil jai na is ko dery py ly k jaen gy khushboo b udhar e lagae ga is ko ,0,2024-12-12
gnda shks hai hai ye ,1,2024-03-23
Funny bnay ki nakam kosish ,1,2024-04-06
Ab tm jo marzi kaho,1,2024-10-08
Nahi tw ye kon hai? ,2,2024-07-03
Looo bhool gae tmari phli mohabbat ur crush ,2,2024-01-25
Touba touba ab wo aesa bhi nahi dikhta? ,1,2024-10-22
Ahahaha..... phir kesa tou,2,2024-09-18
Bus aesa nahi ,2,2024-01-04
Jo mera h woh Tera ,2,2024-01-29
Jo  ka hai woh  ka hai ,2,2024-01-22
Jesi tumhri pasand wesi hi meri  btw i like his hairstyle ,0,2025-01-09
Apka r srf apka ,0,2024-03-04
me maaar e jaoon,1,2024-03-18
Apka crush hai yeh ,2,2024-11-04
Nhi ji apka hai,2,2024-08-17
bs krdy lgta is sey pyar krwa k hi choro gi ,0,2024-08-28
Apka khasam ha ye ,2,2024-02-24
Hahahhahahhahaha pyar krtay ho na Aap es se :) aur mujayy btyaa bhe nai :),0,2024-05-18
Skht lanat beta g ap py ,1,2024-12-21
chupa lo ab :),1,2024-08-10
Yehi pyar hai :),0,2024-06-27
Aise crush ko to mein khud crush kardo,1,2024-10-24
crush to pta ni  pr hndfree ap ki trha lgi h same ? Woh jo oppo camra wali pic yd h ? ,2,2024-12-10
allah nazre bad se bachy tm jaiso ki,1,2024-02-19
ap sb ka crush ,2,2024-12-23
Toba toba.. apka b to h yahi crush vo alg baat h k aap dil m rkhti hn btati nai hn k nasir khan jan,1,2024-11-07
Hahaha ji ji. Aisi e bat h #tuba ,2,2024-09-09
Esi hi baat h.. vo alg baat h k ap k dil mn h,0,2024-03-20
Mny to phly hi kaha tha,2,2024-12-02
Bx kar mnae phlae kiya hae tu tra hae#NkKJ ,2,2024-09-14
Naw tra b yehi hai,2,2024-02-24
Kha haE naW tra haENkkJ ,2,2024-06-10
Sorry but meri taraf sey seat occupied hai ,1,2024-08-17
no.. jo mjhe pasand bs wohi hoga.. ni tou teri khair ni,1,2024-06-26
Tu phir jiska gif hai ussko passand karlo merey liye ,2,2024-07-24
waja behn? Bs jo keh dia wohi hna chahye,1,2024-06-10
Nhiiiii mujhey already loki pasand hai,0,2024-08-04
Garak houjao,1,2024-10-30
ek tou tera ghr basa rhi hon mai ,0,2024-09-14
Mat basa bhae mai khud apnay ghr se nikaljaonga,1,2024-11-15
koi nae ye rakh lega apne pas tu bus khush reh ,0,2024-07-17
Goli mardou mujhay pr yeah zulm na jar,1,2024-12-31
aaj kl wesay b aap ko zarooret hai,2,2024-11-06
Ma Sha Allah ... Allah nazrey bd sey bachaye Ameen ,0,2025-01-23
Pakistan m ek orr kohinoor h....kch kch yad aa rha h...Nouman khan...legend....,0,2024-09-27
Jia arsal dj almost sb characters hi bhht acha kam kre hain love you all ,0,2024-06-18
Milna tumhen chahyey tha 'The real blackmailer' awarddd,1,2024-07-25
Itni eng ka faida  ?,1,2024-08-16
 koi toh samjhdar actress hai Pakistan k pas. ,0,2025-01-08
Guitar thora out of tune feel nahin ho raha ? Ya tuning standard sai different hai ?,2,2024-02-10
Sujja bahi south America my hy mabi Sheikh Zahid AlNahyan or shahzady Imran ky sat,2,2024-04-17
Yaaaaaaaara wohi flavor wohi feeling !!! Next level :) #PakistanZindabad,0,2024-04-22
Bas Ab insanoo ko Tarah Aik album banao apney gorey ko wapas bulao aor shuru hojao,0,2024-01-31
"Farrukh Mirza bus karo bhaai saryy artists ko mullah bnana hay??? Have u listen their song lyrics ""sayooni"" ? Zaroori nai hy k sirf mullah hi ban kr islam ko serve kiya jaye.",2,2025-02-04
Kahin bhi music ko bura nai likha gaya ya mana nai kiya gaya mana kiya gaya tuo ghalt or buray content se chahy wo lyrics ki form me ho ya visual form me. Music itself isnt haram.,2,2024-02-26
"Zeeshan, ap ki na sirf knowledge bht achiheh hai balkay us per tehqeeeq bhi hai  ",0,2024-08-02
or ap apnay decision pr Sabit qadam Ho. ,0,2024-07-26
Pr Main abhi is mamlay main itnaa depth main ilm nhn rakhtaa or music and songs ko Haram Khayal krtaaa hoon.,2,2024-12-14
O bhaijan abhi inka level world ke biggest rock bands se nhi hai.,1,2024-12-28
Saud choty ustad un best m se 1 inka b tha.,0,2024-03-29
Yar yae Salman cap q pahantae Hai,2,2025-01-12
... bhai sahab yeh jume se ek do din pehle ki hai ... ,2,2024-11-11
Yaar bina dil mera nehi lagta,2,2024-08-06
Yar bina dil maira naiyo lagnaa ,2,2024-02-07
Neend aati Nahi mujhko saari raat koi us se kahe mere dil ki baat,0,2024-06-27
admin ka jumma lagta hai pehe hi aa jata hi ...,2,2025-03-14
Jaadoo ki jhappi,0,2024-04-10
Bari dair kardi meharban aate aate,0,2025-03-25
yarro yahi dosti ha junoon sa jo milli ha,0,2025-02-06
kya bat hai.Junoon long live,0,2024-06-17
Yeer phirse ek ho jao mere zaan,0,2024-10-11
Waisay  hum sey yeh clip 4 months baad share karay ga ,2,2024-10-21
"Ab to inka reunion bhi hogaya, apna kya plan hai?",2,2025-03-14
Fauji hai yaa kuch dino se darr ke maaray hogaya hai... ,1,2024-07-11
Gora bassist kithey va?,2,2024-08-14
Yah setup check kr,2,2025-01-24
Full jugari lekin Professional,2,2024-06-06
Reunion kab hai,2,2024-06-08
growing up choro..log to abi b karna nai chorte,1,2024-06-13
"mujhe kya pata, dost nahi banati itnay zyda TUMHARI TARAH:)",1,2024-09-06
cheeks  jinhe keench kr mje mza aa jata,0,2024-10-17
agli baar koi kry toh aoskae stomach pe zor se pinch krien,1,2024-05-20
tm tou kaan noochtii thii  chubby cheeks tou dorr ki baat,1,2024-03-02
 ps aik bar kafi tha : ),2,2024-09-29
Haha jbh hai humhari! abhi koi nhi karta..,2,2024-11-20
 cheeks gor se parha kr nuswar kha k parhta rehta ha,1,2024-10-22
bs ab kuch nahi bolungi yk my reply. ,2,2024-09-05
khayal hai tabhi miss kar rahi hoon sirf. ,1,2025-01-26
haan itna tou pta chal gaya hai xd,2,2024-09-16
Bhoolain tou aap!Neend ni aaigi aapko agar aap wo zulm bhool gaye jo aapne kia tha mere sath ,1,2024-01-01
Tha tou wese mujhse poochain xD,2,2024-10-10
chubbh cheeks :p kuch yad aya ?,2,2024-04-29
Batmeez insan ,1,2024-04-01
Tu phr khenchti toh wohi jungliyon ki tarha hay ,1,2024-06-18
Chalo ub tumhe chor k kisi aur k karenge ,1,2024-12-23
issiliye kerti hun ,2,2024-05-06
Hahah bari khoobsurat saza hai ,0,2024-02-26
kahan hy chubby bhae? Phr b? ,2,2024-12-03
Aise ni boltay,1,2024-03-26
Woh tag krti humey,2,2024-10-16
fir mra moonh tw gya smjhun m? ,1,2024-02-02
hai na main b kuch aisa he socha tha ,2,2024-02-03
Kea hua ? ,2,2024-01-09
jab kholta tha tab kuch nazar nai ata tha ,2,2024-01-24
Neend churai teri kisne o sanam? ,0,2025-01-16
dekho talented to main bohot hon xP,0,2024-10-28
and you say laro nahi ,0,2024-08-26
Nahi jee aisa lagta hai sirf tumhein ,2,2025-01-21
frnd list mein aik he nadeem hy ,2,2025-01-24
Gull g any time ap k liye to hmaisha sy well come ha,0,2024-06-05
Es k next episode mai kon mar jaeGa,1,2024-03-01
Ye kr kia rhy hain pehly ghazian ko mar dia ab Dr. Fara.,1,2024-09-14
Plz aur kisi Ko bilqul fazool mein na mar dena,1,2024-11-01
Zobaria kitni sweet nature ki hai. ,0,2024-01-10
Dr.Fara bhi gayi.,2,2024-07-09
Itna bikr drama q kr dia indian drame Ki trha q bna dia aese itniii interest hokr dekhti thi or upr se taiming bi change krdi dafrrr,1,2024-12-07
Itna bonga drama m n Aj tk nhi Dekha....,1,2024-06-22
end main yai drama bohot ajeeb ki a ap NY ,1,2025-01-31
Shadi Mubarak hoi,0,2024-01-05
Moray saiyaan bestNot faisla waada shadi Mubarak ho yeh sub baqwas Hain,1,2025-01-06
hd hogai,1,2024-04-26
zubariya ki shadi altmash s kr dain gy ye ab.,2,2024-06-03
Dono couple khrab kr diye,1,2024-03-03
Phattar marnee waale par b phool pekhte hai.,0,2025-02-15
Aapny chalan tcs kra ta??,2,2025-01-02
Plz ik problem pochni hy,2,2024-11-23
Bs Allah karam karay ga,0,2024-10-14
sir. may ny wazirabad cardiology hospital may aply keya the .bps 12 in computer operator.,2,2024-04-10
apny isc ya equal subjects required keya tha .,2,2024-12-04
or mera intermediate computer science may hy .,2,2024-04-24
may ny helpline pay call ke .,2,2025-03-15
ono ny kaha k ap apny documents or ak aplication type kar k Fax kar day .,2,2024-03-28
my 2 ganty fax karta raha .ya to fax off the .aghr on the to busy the .sir bari moshkisl ay hum fee pay karty hy .750 eske fee hy .ap plz es masly kaa hall bata day .,1,2024-10-10
Aoa.kia koe teachng k proces k bary main bta skta h k jb selectionU.C wise hni h to phr Top 30 candidates ko priority lst fl krny ka q kaha etc ?,2,2024-08-24
Kia kci test me time me changing krwana ho ya centre change krwana ho .,2,2024-08-28
kia y NTS me possible he.agr PTS aor NTS 9bj test  rkhen to kia NTS change kr skta he kci candidates k liye.,2,2024-07-26
Bs yehi kam hyn inky meri roll no slip agai bt wahan pe id card na number ghalat diya how hy' now they r not picking up the phone,1,2024-02-06
Ssu psychometric test result kb ayega?,2,2024-03-27
PgcnGeneric bsnKa result kab hay.. Koi btyega,2,2024-07-28
intelligence bureau pakistan ka result kab ayngai ?,2,2024-08-08
Dear sir ib ka result kab announce ho ga??,2,2024-05-31
I'm disabled person sirKia mujy b fee submit krani hy ya nai,2,2024-04-01
Ssu camando physical test kB hn,2,2024-07-15
sindh ki medical entry test 2017 ki merit list kab lygy gi ?,2,2024-01-25
akher kab khatam hoga nts ka drama.,1,2025-01-21
educators job k liay different tehsil mai apply kr skty hain ?,2,2024-08-05
Educators ka result kb announce ho raha hy?,2,2025-01-16
Aoa mjhy puchna hy k GAT subject ki re-checking mai marks increase hoty hain?,2,2024-09-28
chor ky bachy money makers,1,2025-02-04
Nat test main copmuter k subject main 12 saal waly e test type main apply karna h after gradution,2,2024-04-15
educators job k ly registration k waqt agar password bhol jy to login k ly kya krein kindly help,1,2025-03-08
Btaden ib result kb announce hoha,2,2025-01-05
sir result card nai aya,2,2024-03-29
Agr form me ghlti hojae or submit hojae to kia krn?,2,2025-03-07
Pallz tell me police test result kab ana ha,2,2024-11-21
Yes ho gae hai open link,2,2025-03-02
datacell opn nh horha,2,2024-10-28
tmhari kasi situation thi???,2,2025-02-06
BHAi result KB aeege Ssu ki,2,2024-04-18
Ct pst and tt 5 k bad hon gay,2,2024-05-28
Ssu driver result kahan gum ho gaya,1,2024-12-19
Bhai ssu k writing test kb hogy,2,2024-03-15
Haha ok ok.. But tm apni degrees mje do m jala don haha,1,2024-03-17
ni mje tu di e ni uni waloun ne kHa kis bat ki dyn clasz tu lyti nai,1,2024-05-11
tu degree punchaa ai bari welldone,1,2024-05-13
Haan oye same time kesy lag ra mje b yahi nai smjh ara tha,2,2024-04-30
M lait gya hon lamba lambaaa,2,2024-03-15
Tu tou chup krk degree dy batain naa kr alll saudia dour nai Achwa,1,2025-03-06
Or ye jo bol rai na isko tu sawal b nai parhny aty istri wlai maseel,1,2024-07-06
Shukarullah Shah Rashdi y ni likha khali yar apki akal ko slam ha samaj aa ri ha bat to wesay hi bus efficient hona ha,1,2024-01-30
Only sided video nahi banana chahy,1,2024-02-13
aap zaroor hissa lay. ,0,2025-02-11
Kun K young generation aap ko fully sport kry gi. ,0,2024-01-03
Allah b aap pe meherban hai.,0,2024-01-27
Shooter bhai aapka vote bahawalpur me nae? :p,2,2024-06-28
lol .. Sarge Bhai .. bx zakahm taza mt kro .. ieho bahu hay,1,2024-08-03
Jawad Farooqui kyun ke ab morosiat pti me a gae hai…,1,2024-10-13
or inqalab ka janaza nkl gia jo ana tha.,1,2024-10-10
Aik election se out hona means Ap uss constituency se out hjao gay..,1,2024-06-11
Allah kry jald ap ki degree complete ho r inshallah 2023 main ap lodhran k next MNA Hn ga,0,2024-10-19
Ap jeetein ya harein ap k honest insan hein yeah bari baat hy pti k lye.... ,0,2024-10-06
best candidate koa nhn mil rahaa aap kea workers koa nhn aap kea p.t.i keaa tickes bhi chooron koa lootoon koa mil rhea hean,1,2024-09-13
ham nai ye nahi daikna ki koon hay bus vote sirf awar pti ko daina bus,0,2024-11-09
or us NE aik din b apne area ma nhi guzra..lakin hamri awam ko is SAE kia,1,2025-03-15
INSHA ALL jeet khan sahib ki hogi,0,2024-04-04
.mujae wo waqt yad a gya ,2,2024-07-22
Dua he Jetain But Without You I think kah Yah Election Difficult na ho jaye,2,2024-07-02
Jb ap wapis aein to zaroor Quetta say Loadhraan just ap say milnay k lye oun ga...,0,2024-08-02
Yah hotay hain atticates or Manners Well Ali Khan Tareen Broo Yhii Farq he Ap main Or Baqion. ,0,2024-06-27
Wo kalsoom ko bistar marg sy election win krwa k London bhaij dya,1,2024-04-28
Dil khus hoa...par kya he a6a hota ap kud election m aty....any how ap ki b genuine majbori hai.,2,2024-07-13
degree thori si late ho b jaye tu no issues mgr apko election zaror larna chahia,1,2024-05-25
bri soch k malak hooo..,0,2024-02-06
ALLA APKO BHT IZZAT DYE ....,0,2024-10-25
Allah kamiyab Karen.,0,2024-01-19
Muje b yeh koi reaction hi lg raha tha,2,2024-02-12
G han Noon league aor ppp ko marit pay milay tickets,0,2024-09-04
ap k walid sb b to compaign kr sakthy thy plz review kerain,2,2024-03-11
Phir tu MNA ho k ap degree complete krny jaty abroad! ,0,2024-03-29
Ali Bhai AP nai to koi nahi,1,2024-09-03
Bhai jin Seats by By-Elections hongy idr ajaye ga dubara,2,2025-01-01
"Saad iss kachry k bgair wo iqtedaar mai kbi b ni askty, or govt. Mai any k baad agr head acha hoga tu koi aik pae ki b corruption ni kr sky ga",0,2024-01-23
Allah ap k liye sab bht bhtr kre.,0,2024-04-21
ali bhai apko election larna chahye,0,2024-04-11
I think shah mehmood qureshi ki wjja s...en ko ticket ni mila,1,2024-09-25
tu phr inkar q kia......,1,2024-06-14
Ali tareen ki kon c study yar...... ye bhai phly election lrr chky hain.... ye ho skta hy..... jan bohj kr pechy hwa ho....ye btany k lye....hmy lalch ni....ap kia khty ho???,1,2024-10-31
ap khud larro pls pls pls pls pls aap na larre Election NA 161 se tu burra impact prre ga pls try to understand pls,1,2024-09-14
Haar maan gy treen saheb,1,2024-06-19
Yar zinadabad baki parties waloo k moo par slap hai.,1,2024-03-21
ye dkho yh tabdeli hai....,2,2024-04-07
plese ap khoad elaction lare,2,2024-10-19
Inshallah jeet PTI ki hogi.,0,2024-08-27
vote srif khan ka,2,2024-10-14
BY-ELECTIONS MAIN PARTICIPATE KERTE HUE SOCHA HOGA K ELECTION JEET KER PAPER CLEAR KERWA LUNGA???,1,2025-03-02
Jab aap ko govt hi na milay to kese awam ki khidmat ki Jaye ... ,2,2024-07-28
Har bnday ko yhi lgta h k vo Sacha h bs dunya main,0,2025-01-17
Usnay saaray jalsay attend kiye,2,2024-03-20
Aap khty Hain to maan leta,2,2024-08-09
Amir liaqat ko ticket Mila h ? ,2,2024-01-09
Vo Jo aap ny kha Tha na k Sachi baat ki vo wali baat Mani Hai ,0,2025-03-02
Mjhy is baray main nhi pta lekin age Mila h to koi mazaika nhi pti k pas Karachi main bht Kam candidates Hain even wahan py party strong ni h so jis ko bhi day dain ticket,1,2024-09-22
Aap log jehangir tareen ko ATM boltay thay .... Hun Aram ay?,1,2025-01-18
Uska beta election nhi lar raha,2,2024-05-22
Jehangir tareen na ehal,1,2024-03-25
To Jo tareen ny Imran py pesa lgaya Hai vo govt main aa k corruption kr k ye kese pora karain gain ? ,1,2024-06-13
Mera just ye sawal hai,2,2024-03-28
Zahir Hai k aik political party usi ko apni party ka ticket day gi Jo party k saath sincere ho,0,2024-11-05
warisy ma ni dy rahy tickets,1,2024-01-08
Agr 20 din bhi compaign kr lety to ap ne jeet jana tha Bro..,0,2024-07-01
InshaAllah Ab ki bar khan sarkar..,0,2024-09-22
 Becoz Ab pmln ki corrupt govt ni ha.,0,2024-03-13
rangbazi...jo baki halfo may merit compromise kia wo,1,2024-07-09
allaha ap ko both eizat,0,2024-08-04
To bhai na 74 pr esa ku nahi hwa genral noor hussain best cendidate thy phr kya hwa,2,2024-09-26
isay khtay hain real or sincere politics. ,0,2024-11-19
Angutha chaap logon ub to barey hojao parhay likhay jaahil,1,2024-09-27
Bhai jaan chuti nai mili.. halkay main is say strong candidate koi nai ha...,1,2024-05-11
agar wo na bhi ho tho kya usky father uske campaign nahi kr sakta usko tho zarorat bhi nahi ye tum logon ke soch hai,2,2024-01-07
tho nawaz shareef tho 5 bar na ehal ho chuka hai wo kion chala raha hai?,1,2025-02-09
pata nahi tum kon sa constitution follow krty ho wo election nahi larh sakta campaign py koi pabandi nahi hote plz hawa main firing na keya karo pehly kuch rules jan leya karo bs apny ap sy rules bana lety ho.,1,2024-10-26
nahi nawaz shareef k jalsy ya campaign py kise ko eitraz nahi wo kr sakta hai kis ny kaha hai eik bhi baat batao kise ke plz ab baat change na karna eik word batao kise bhi PTI walay ka k nawaz shareef jalsy kion kr raha hai?,1,2025-03-14
uske review petition abhi tak chal rahe hai may be u know or not.,2,2025-02-01
lay phr suun lay...,2,2024-05-14
Bhai ap akar sarva kar lain,2,2024-08-23
Pmln or ppp ka sun lia?,2,2024-05-20
Wesy tum b lar sakty ho?,1,2024-02-17
"Tu phir aisy hi hota ha dear veer,",2,2025-01-07
Agar nai kar sakty tu un mein jo thora behtar lagta ha us Ko vote daina pary ga.,0,2024-02-13
Otherwise hamary vote zya,1,2024-05-18
Iss ka jawab de chukka hon,2,2024-05-27
Jo us se behtar lagta ha us Ko do.,0,2024-11-01
Adil Ko q dainy?,2,2025-01-25
Meri Jan ma ye sab behas pehly hi kar chuka hon bohat sary politicians se balky larai ho chuki ha,1,2024-04-27
Khan se pocho meri Jan,0,2025-01-11
"Rauf klasra Ko choro ma btata hon, jis ka jitna bas chala ha loota ha chahy wo school b ni gya",1,2024-09-12
"Tum stand lo, election laro",0,2025-01-17
"Muje sara pata ha, achi konsi ha us Ko vote de daity hain?",2,2024-04-02
"Politics mein ni hon, but choron Ko hi agy any dein, jab tak tere mere jaisy log in Ko tension ni dege kuch ni ho ga",0,2024-05-03
Agar ham aram se ghar baithy tamasha daikhein ge tu phir khuda hi hafiz,1,2024-02-14
Hahaha mere choty veer in baton ka hi ma uper zikar kar raha hon.,0,2024-07-10
Kia karna chahye ham Ko?,2,2024-12-03
Bilkull mayoos ho chuky hain. Ham Ko rule out ni sahi kia gya bad policies ki waja se. ,1,2025-01-28
"Ma Inn cheezon Ko hi hilight karta hon apni hasiat k mutabiq,",0,2025-02-15
ma ne itny jawab dye tum q ni de rahy k what should we do. ?,1,2024-05-18
Ma tum se kuch poch raha hon?,2,2024-06-12
Agar sun lia ha tu zinda abad,0,2024-06-09
Ma ne jo result nikala ha k khud khary ho jao Inn k khilaf,0,2024-05-13
Otherwise fb pe kuch ni hota,2,2024-07-13
Lagta tum jawab ni daina chahyy,1,2024-05-20
Ya tu ham logon ku khud muqabla karna ho ga,0,2024-04-06
"Chalo koi ni beharhal ham Ko sara kuch siasatdano k hawaly ni karna chahye, hm khud b Pakistani hain, jahan jis b banday Ko galat karty daikho us k khilaf bat karo chahy koi b ho.",0,2024-04-01
